filename,mjdtime,total_flux,e_total_flux,peak_flux,e_peak_flux
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:01.0.45GHz.J1832-1035.ITime.fits,60355.6173611,3925.50991648012,498.857966894431,3444.04910113218,251.546456811465
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:03.0.45GHz.J1832-1035.ITime.fits,60355.6173842,3982.85794572544,428.663546768624,3537.7543659281,217.510622691833
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:05.0.45GHz.J1832-1035.ITime.fits,60355.6174074,4173.33468947445,504.304664580016,3783.07537026681,260.376484785417
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:07.0.45GHz.J1832-1035.ITime.fits,60355.6174305,3711.38638673646,502.670495639358,3111.70343738908,241.120340458331
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:09.0.45GHz.J1832-1035.ITime.fits,60355.6174536,4008.51426249699,590.182037437838,2862.79716360999,254.717803862431
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:11.0.45GHz.J1832-1035.ITime.fits,60355.6174768,2815.36018273995,433.057239343379,2633.08261641438,225.134121424756
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:13.0.45GHz.J1832-1035.ITime.fits,60355.6174999,3432.68286116336,480.419246924064,3106.52515543578,245.222532346459
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:15.0.45GHz.J1832-1035.ITime.fits,60355.6175231,2742.54721418472,417.458000080277,2449.02106752312,214.748337066044
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:17.0.45GHz.J1832-1035.ITime.fits,60355.6175463,2933.71549506434,465.930760111899,2316.34777687251,221.051820024663
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:19.0.45GHz.J1832-1035.ITime.fits,60355.6175694,2760.17902658549,395.665079652164,2305.32826146917,187.559504204598
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:21.0.45GHz.J1832-1035.ITime.fits,60355.6175926,3085.25344039519,533.045273684652,2292.86673647141,227.044583110658
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:23.0.45GHz.J1832-1035.ITime.fits,60355.6176157,2165.00519890271,395.104506474766,2060.47859526489,211.159269212766
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:25.0.45GHz.J1832-1035.ITime.fits,60355.6176388,2108.72976852995,321.020602047608,2118.70859027178,175.170809344797
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:27.0.45GHz.J1832-1035.ITime.fits,60355.617662,2285.04198772827,470.897222917611,1904.79717245446,217.800925661353
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:29.0.45GHz.J1832-1035.ITime.fits,60355.6176851,1123.9728478042,346.471476055404,1194.62160620493,203.078420155417
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:31.0.45GHz.J1832-1035.ITime.fits,60355.6177083,1160.13972942443,303.858589527461,1150.167076021,168.23416455925
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:33.0.45GHz.J1832-1035.ITime.fits,60355.6177315,889.125528963951,335.436893005358,970.016522283858,199.983611517433
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:35.0.45GHz.J1832-1035.ITime.fits,60355.6177546,1034.66764859288,392.57452576512,972.911738037192,204.394613541808
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:37.0.45GHz.J1832-1035.ITime.fits,60355.6177777,689.773949323507,444.960007462789,547.361178954342,219.316431047261
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:39.0.45GHz.J1832-1035.ITime.fits,60355.6178009,558.00621627795,615.114556558384,322.040865573457,238.979070725691
/roadraid/vpipe/vdpstaging/ASKAPJ1832/2sec/Images/2024-02-15T14:49:45.0.45GHz.J1832-1035.ITime.fits,60355.6178703,248.314274046398,163.740799226659,592.456886659264,160.224026097652
