x,y,s
4861.194899230952,0.047398087,100kyr
55.54338572220208,0.078661625,100kyr
#0.5546673347661921,0.0006969896,1Myr
1.1426157069429161,0.53491734,100kyr
0.0033798572012065206,0.016290633000000002,1Myr
0.10535386194345753,1.0129639000000001,100kyr
0.0001778525558638095,0.077681845,1Myr
0.010480272434620096,2.6206611000000004,100kyr
1.0293938415055252e-05,0.27819739000000004,1Myr
0.001569832125408298,15.807054,100kyr
4.848856985778253e-07,0.14361458000000002,1Myr
