# Z-profile-Region_8-Statistic_Mean-Coordinate_Current CAR_E02.fits
# xLabel: [LSRK] Radio velocity (km/s)
# yLabel: Value (K)
# ellipse[[221.185577pix, 131.113898pix], [6.227052pix, 6.227233pix], 62.504835deg]	
# ellipse(wcs:GALACTIC)[[22.6512019036, -0.0738418165], [31.1352283630', 31.1361656128'], 62.504835deg]	
# x	y
-600.2072182087785	NaN
-598.9190032396546	NaN
-597.6307882705306	NaN
-596.3425733014067	NaN
-595.0543583322827	NaN
-593.7661433631588	NaN
-592.4779283940348	NaN
-591.1897134249109	NaN
-589.901498455787	NaN
-588.613283486663	NaN
-587.3250685175391	NaN
-586.0368535484151	NaN
-584.7486385792912	NaN
-583.4604236101673	NaN
-582.1722086410433	NaN
-580.8839936719194	NaN
-579.5957787027954	NaN
-578.3075637336715	NaN
-577.0193487645475	NaN
-575.7311337954236	NaN
-574.4429188262997	NaN
-573.1547038571757	NaN
-571.8664888880518	NaN
-570.5782739189277	NaN
-569.2900589498038	NaN
-568.0018439806798	NaN
-566.7136290115559	NaN
-565.425414042432	NaN
-564.137199073308	NaN
-562.8489841041841	NaN
-561.5607691350601	NaN
-560.2725541659362	NaN
-558.9843391968122	NaN
-557.6961242276883	NaN
-556.4079092585644	NaN
-555.1196942894404	NaN
-553.8314793203165	NaN
-552.5432643511925	NaN
-551.2550493820686	NaN
-549.9668344129446	NaN
-548.6786194438207	NaN
-547.3904044746968	NaN
-546.1021895055728	NaN
-544.8139745364489	NaN
-543.5257595673249	NaN
-542.237544598201	NaN
-540.949329629077	NaN
-539.6611146599531	NaN
-538.3728996908291	NaN
-537.0846847217051	NaN
-535.7964697525812	NaN
-534.5082547834572	NaN
-533.2200398143333	NaN
-531.9318248452093	NaN
-530.6436098760854	NaN
-529.3553949069615	NaN
-528.0671799378375	NaN
-526.7789649687136	NaN
-525.4907499995896	NaN
-524.2025350304657	NaN
-522.9143200613418	NaN
-521.6261050922178	NaN
-520.3378901230939	NaN
-519.0496751539699	NaN
-517.761460184846	-3.7042052354e-2
-516.473245215722	-3.7042012116e-2
-515.1850302465981	-3.7042012116e-2
-513.8968152774742	-3.7042012116e-2
-512.6086003083502	-3.7042012116e-2
-511.3203853392262	-3.7042012116e-2
-510.0321703701023	-3.7042012116e-2
-508.74395540097834	-3.7042012116e-2
-507.4557404318544	-3.7042012116e-2
-506.16752546273045	-3.7042012116e-2
-504.8793104936065	-3.7042012116e-2
-503.59109552448257	-3.7042012116e-2
-502.3028805553586	-3.7042012116e-2
-501.0146655862347	-3.6987448643e-2
-499.72645061711074	-3.1619427271e-2
-498.43823564798674	5.5854657519e-3
-497.1500206788628	6.2285457339e-2
-495.86180570973886	-4.1245798792e-2
-494.5735907406149	-1.8341762203e-2
-493.285375771491	2.5608614579e-2
-491.99716080236703	3.4961510527e-2
-490.7089458332431	3.7253280823e-3
-489.42073086411915	-1.7857312918e-2
