#,Gl,Gb,DM,DIST,
547,197.937,53.673,17.50,1.990,
548,285.550,-6.029,195.99,2.382,
549,221.258,50.980,42.00,25.000,
550,160.347,50.858,9.02,0.700,
551,262.131,26.377,22.51,0.983,
552,274.218,11.225,71.65,0.372,
553,283.459,-1.762,294.00,2.799,
554,283.707,-2.146,383.90,3.185,
555,284.130,-2.596,379.78,3.145,
556,278.136,6.330,87.00,0.379,
557,281.262,2.212,30.80,0.092,
558,283.088,-0.578,278.10,2.732,
559,281.201,2.450,66.80,0.116,
560,283.708,-1.363,252.16,2.587,
561,284.079,-1.880,394.48,3.162,
562,198.432,56.273,27.10,25.000,
563,282.732,0.341,438.70,3.513,
564,291.558,-12.553,94.21,1.807,
565,257.129,33.529,17.16,1.068,
566,258.261,32.610,48.82,25.000,
567,283.837,-0.679,1040.00,10.914,
568,282.468,1.591,134.80,1.774,
569,284.719,-1.944,80.00,0.938,
570,285.302,-2.848,446.00,3.277,
571,286.150,-4.142,363.00,3.003,
572,283.041,0.935,212.00,2.429,
573,231.794,51.101,10.26,0.725,
574,284.347,-0.834,714.00,4.246,
575,243.490,45.782,14.32,1.190,
576,284.166,-0.407,,2.080,
577,251.702,40.515,6.49,1.220,
578,285.065,-0.496,96.53,1.423,
579,286.225,-1.928,370.80,2.855,
580,286.880,-2.881,506.80,3.383,
581,282.354,5.128,139.00,2.096,
582,285.436,0.008,819.00,4.324,
583,285.920,-1.010,418.20,3.005,
584,272.050,22.117,50.75,1.635,
585,285.734,-0.076,579.00,3.523,
586,286.386,-1.170,603.80,3.578,
587,288.528,-4.765,189.70,2.167,
588,290.371,-7.843,84.17,1.461,
589,278.724,12.553,61.10,0.408,
590,281.519,7.727,136.52,2.313,
591,289.766,-6.630,158.36,2.052,
592,298.943,-21.497,27.09,0.935,
593,247.152,48.471,26.50,5.558,
594,286.284,-0.023,72.74,0.917,
595,287.700,-2.235,488.20,3.217,
596,288.134,-3.129,281.80,2.499,
597,265.591,33.590,33.78,2.532,
598,285.192,2.998,306.50,2.789,
599,288.221,-2.106,448.91,3.055,
600,286.574,1.163,,1.895,
601,254.464,46.123,4.82,0.329,
602,280.851,12.254,58.11,0.340,
603,246.412,51.697,24.98,4.740,
604,287.065,0.733,240.20,2.340,
605,273.495,25.127,52.54,2.144,
606,291.314,-7.132,116.16,1.765,
607,213.172,62.139,16.65,2.002,
608,154.756,54.996,27.30,25.000,
609,287.427,0.577,128.68,2.900,
610,287.473,0.485,70.70,1.008,
611,148.656,52.241,12.36,1.120,
612,287.628,0.649,446.80,3.004,
613,288.256,-0.520,,9.000,
614,289.473,-2.550,246.00,2.310,
615,288.549,-0.400,491.90,3.143,
616,290.294,-3.881,167.50,1.994,
617,288.729,-0.100,330.70,2.585,
618,288.701,-0.174,253.90,2.327,
619,290.889,-4.784,234.00,2.342,
620,289.109,-0.650,590.00,3.597,
621,289.133,-0.745,636.50,3.830,
622,290.081,-2.660,149.70,1.883,
623,292.879,-8.504,142.80,2.035,
624,287.835,2.311,436.50,3.062,
625,290.292,-2.966,320.62,2.400,
626,293.933,-10.458,92.90,1.689,
627,284.007,10.739,60.00,0.639,
628,285.984,6.649,29.69,0.093,
629,288.609,0.805,,,
630,297.571,-17.574,51.00,1.438,
631,289.241,-0.123,334.00,2.588,
632,140.251,48.198,19.30,1.944,
633,288.345,1.948,108.70,1.644,
634,290.040,-0.932,,7.000,
635,291.417,-4.023,207.36,2.175,
