x,y
5.568,24.399340843561607
5.568,21.979994831680287
2.6496000000000004,34.14414063940985
5.568,49.67355052675086
5.568,39.157108567056206
5.568,27.178782482530448
5.568,31.734545999031212
5.568,34.75583726452878
5.568,50.72512629838093
5.568,46.868835947285
5.568,55.25036851729509
5.568,81.5103171414395
5.568,46.85098999845221
5.568,56.24372551130811
5.568,34.591538246746524
5.568,28.79088961996064
5.568,26.377237748797683
5.568,21.090127961113314
5.568,18.278948526726595
5.568,14.730327665461383
5.568,11.948072337147735
5.568,9.705679345001315
4.6464,26.760211730037884
4.6464,24.714068666752592
4.6464,52.110061151564985
5.568,56.527516276410175
4.6464,65.72246364524646
5.568,65.59314933049134
5.568,59.955314712981576
6.489599999999999,50.84042279776466
5.568,62.68833822076186
9.2928,37.69431358173212
7.1424,41.14183548008817
5.299200000000001,24.733643783782984
11.136,29.837530427818933
9.2928,33.66815433374238
7.1424,26.89876139347198
7.1424,28.057129162544058
5.299200000000001,22.534678615342656
12.979199999999999,22.036477924982396
11.136,27.969586486320235
9.2928,29.330204076728606
11.136,27.80223296316951
11.136,26.299633447638424
5.299200000000001,15.269578810784074
5.568,14.637724507081034
6.489599999999999,8.865155948680108
