x,y
3.27,207.93600000000004
9.156,32.49
12.807500000000003,38.988
26.537307692307692,84.474
17.294117647058822,110.46600000000001
25.68,32.49
11.454545454545453,142.95600000000002
4.114285714285714,45.486
18.24,48.735
4.085106382978723,152.703
3.5797752808988763,289.161
13.846,32.49
13.041,64.98
2.5044444444444447,58.482000000000006
5.648196721311476,198.189
1.38,22.743
2.3331578947368423,123.462
2.3331578947368423,123.462
8.64111111111111,58.482000000000006
10.380555555555555,58.482000000000006
3.182666666666667,48.735
7.502000000000001,32.49
4.960000000000001,107.217
4.384285714285714,22.743
5.3585714285714285,68.22900000000001
2.647058823529412,110.46600000000001
3.4170000000000003,64.98
6.42857142857143,45.486
6.125,51.98400000000001
2.0058823529411764,55.233000000000004
4.274137931034483,282.663
2.0290909090909093,107.217
1.456060606060606,107.217
8.55,77.976
6.135416666666667,77.976
3.0515625,103.96800000000002
3.6421875,103.96800000000002
2.96,81.22500000000001
2.566666666666667,38.988
2.6693203883495147,334.64700000000005
3.483689320388349,334.64700000000005
5.015000000000001,90.972
6.0125,64.98
7.02,64.98
4.909885057471265,282.663
7.143529411764707,165.699
4.731147540983607,198.189
5.523934426229508,198.189
5.086666666666667,107.217
6.11060606060606,107.217
4.456818181818182,71.47800000000001
5.550000000000001,90.972
5.550000000000001,90.972
0.346875,51.98400000000001
0.346875,51.98400000000001
8.325,38.988
5.0512,162.45000000000002
6.068,162.45000000000002
3.5077777777777777,58.482000000000006
0.7866666666666667,48.735
2.5064285714285712,363.888
3.3608928571428573,363.888
4.5317647058823525,165.699
1.8462745098039215,165.699
6.3428571428571425,22.743
7.833913043478262,74.727
9.410869565217393,74.727
1.4695999999999998,324.90000000000003
1.9706000000000001,324.90000000000003
4.727547169811321,172.197
1.9260377358490566,172.197
