x,y
8.875,0.16308149249999998
8.875,0.10039403
44.375,2.7945906125
26.625,0.3242576625
17.75,0.42178194750000003
8.875,0.15689507499999997
8.875,0.09300796499999998
8.875,0.25291392
17.75,0.41143204749999995
8.875,0.11043813749999999
17.75,0.15221409749999998
35.5,0.72054122
17.75,4.0146556425
53.25,5.521295289999999
17.75,4.476073002499999
8.875,0.09432522499999998
2.568,0.21170249999999996
2.568,0.06821524999999999
